Date,BTC-USD,ETH-USD,SOL-USD
2020-04-10,6865.4931640625,158.41244506835938,0.9510539770126343
2020-04-11,6859.0830078125,158.2160186767578,0.7768189907073975
2020-04-12,6971.091796875,161.14242553710938,0.8825070261955261
2020-04-13,6845.03759765625,156.27955627441406,0.7778319716453552
2020-04-14,6842.427734375,157.5963897705078,0.6619250178337097
2020-04-15,6642.10986328125,153.28689575195312,0.646651029586792
2020-04-16,7116.80419921875,172.15737915039062,0.6908159852027893
2020-04-17,7096.1845703125,171.63858032226562,0.6607279777526855
2020-04-18,7257.6650390625,186.91400146484375,0.6810960173606873
2020-04-19,7189.4248046875,181.61495971679688,0.6069689989089966
2020-04-20,6881.95849609375,172.2971649169922,0.538811981678009
2020-04-21,6880.3232421875,172.73770141601562,0.5876590013504028
2020-04-22,7117.20751953125,182.59957885742188,0.6916009783744812
2020-04-23,7429.724609375,185.02867126464844,0.6274570226669312
2020-04-24,7550.90087890625,189.2369384765625,0.6342419981956482
2020-04-25,7569.93603515625,195.5153045654297,0.6433290243148804
2020-04-26,7679.8671875,197.31753540039062,0.6355059742927551
2020-04-27,7795.60107421875,197.22471618652344,0.5723720192909241
2020-04-28,7807.05859375,198.41539001464844,0.6612930297851562
2020-04-29,8801.0380859375,216.96823120117188,0.7458400130271912
2020-04-30,8658.5537109375,207.60205078125,0.6910449862480164
2020-05-01,8864.7666015625,214.21910095214844,0.7287939786911011
2020-05-02,8988.5966796875,215.32537841796875,0.7158759832382202
2020-05-03,8897.46875,210.9331512451172,0.6795349717140198
2020-05-04,8912.654296875,208.17401123046875,0.6674910187721252
2020-05-05,9003.0703125,206.77439880371094,0.6418370008468628
2020-05-06,9268.76171875,204.0557861328125,0.6225839853286743
2020-05-07,9951.5185546875,212.28941345214844,0.6129779815673828
2020-05-08,9842.666015625,212.9915771484375,0.6049219965934753
2020-05-09,9593.896484375,211.60012817382812,0.6045269966125488
2020-05-10,8756.4306640625,188.5995635986328,0.5370339751243591
2020-05-11,8601.7958984375,185.912841796875,0.5152729749679565
2020-05-12,8804.4775390625,189.3125,0.5385760068893433
2020-05-13,9269.9873046875,199.1932830810547,0.5505319833755493
2020-05-14,9733.7216796875,202.9490966796875,0.5691180229187012
2020-05-15,9328.197265625,195.62266540527344,0.5597519874572754
2020-05-16,9377.013671875,200.6771240234375,0.599120020866394
2020-05-17,9670.7392578125,207.15869140625,0.6129890084266663
2020-05-18,9726.5751953125,214.52505493164062,0.6526700258255005
2020-05-19,9729.0380859375,213.45111083984375,0.6244540214538574
2020-05-20,9522.9814453125,210.09674072265625,0.5791559815406799
2020-05-21,9081.76171875,199.88360595703125,0.6089149713516235
2020-05-22,9182.5771484375,207.169189453125,0.6388750076293945
2020-05-23,9209.287109375,208.69439697265625,0.6130310297012329
2020-05-24,8790.3681640625,202.37034606933594,0.5490530133247375
2020-05-25,8906.9345703125,205.3197479248047,0.6008570194244385
2020-05-26,8835.052734375,201.90231323242188,0.5733069777488708
2020-05-27,9181.017578125,208.86343383789062,0.5909850001335144
2020-05-28,9525.7509765625,219.84042358398438,0.5751550197601318
2020-05-29,9439.1240234375,220.6751251220703,0.5794150233268738
2020-05-30,9700.4140625,242.34559631347656,0.5879330039024353
2020-05-31,9461.05859375,230.9757080078125,0.5700219869613647
2020-06-01,10167.2685546875,246.99176025390625,0.5774949789047241
2020-06-02,9529.8037109375,237.21905517578125,0.5646690130233765
2020-06-03,9656.7177734375,244.1793212890625,0.5866209864616394
2020-06-04,9800.63671875,244.4263916015625,0.5872989892959595
2020-06-05,9665.533203125,241.22198486328125,0.6611549854278564
2020-06-06,9653.6796875,241.9313201904297,0.6224430203437805
2020-06-07,9758.8525390625,245.16725158691406,0.6165779829025269
2020-06-08,9771.4892578125,246.30990600585938,0.6683130264282227
2020-06-09,9795.7001953125,244.9114532470703,0.6580020189285278
2020-06-10,9870.0947265625,247.4449462890625,0.6448670029640198
2020-06-11,9321.78125,231.70266723632812,0.5737419724464417
2020-06-12,9480.84375,237.4932098388672,0.5938689708709717
2020-06-13,9475.27734375,238.90884399414062,0.608942985534668
2020-06-14,9386.7880859375,234.1147003173828,0.5870770215988159
2020-06-15,9450.7021484375,229.9289093017578,0.5706390142440796
2020-06-16,9538.0244140625,234.41616821289062,0.5855759978294373
2020-06-17,9480.2548828125,233.0282745361328,0.5815619826316833
2020-06-18,9411.8408203125,232.10116577148438,0.6209560036659241
2020-06-19,9288.0185546875,227.13829040527344,0.684332013130188
2020-06-20,9332.3408203125,229.27426147460938,0.6435909867286682
2020-06-21,9303.6298828125,228.9898223876953,0.6731489896774292
2020-06-22,9648.7177734375,242.53318786621094,0.7268480062484741
2020-06-23,9629.658203125,244.14215087890625,0.7082970142364502
2020-06-24,9313.6103515625,235.7724609375,0.7369940280914307
2020-06-25,9264.8134765625,232.94448852539062,0.7131940126419067
2020-06-26,9162.91796875,229.6680450439453,0.7411440014839172
2020-06-27,9045.390625,222.9597930908203,0.7135480046272278
2020-06-28,9143.58203125,225.34716796875,0.7984949946403503
2020-06-29,9190.8544921875,228.1948699951172,0.8524540066719055
2020-06-30,9137.9931640625,226.31500244140625,0.8600940108299255
2020-07-01,9228.3251953125,231.11341857910156,0.8326420187950134
2020-07-02,9123.41015625,229.39219665527344,0.7802190184593201
2020-07-03,9087.3037109375,225.38706970214844,0.7680929899215698
2020-07-04,9132.48828125,229.07411193847656,0.7803720235824585
2020-07-05,9073.9423828125,227.6645965576172,0.6916639804840088
2020-07-06,9375.474609375,241.51022338867188,0.7079079747200012
2020-07-07,9252.27734375,239.07553100585938,0.7530480027198792
2020-07-08,9428.3330078125,246.67001342773438,0.7967129945755005
2020-07-09,9277.9677734375,243.01596069335938,0.8534529805183411
2020-07-10,9278.8076171875,240.9849853515625,0.9135599732398987
2020-07-11,9240.3466796875,239.4581756591797,0.9246240258216858
2020-07-12,9276.5,242.13169860839844,1.0167160034179688
2020-07-13,9243.6142578125,239.60458374023438,1.175734043121338
2020-07-14,9243.2138671875,240.21148681640625,1.148074984550476
2020-07-15,9192.8369140625,238.42352294921875,1.289597988128662
2020-07-16,9132.2275390625,233.64088439941406,0.8724409937858582
2020-07-17,9151.392578125,232.77308654785156,0.9778370261192322
2020-07-18,9159.0400390625,235.4838104248047,0.9665830135345459
2020-07-19,9185.8173828125,238.48751831054688,0.9203490018844604
2020-07-20,9164.2314453125,236.15316772460938,0.8730890154838562
2020-07-21,9374.8876953125,245.0167236328125,0.9771659970283508
2020-07-22,9525.36328125,262.1906433105469,1.0440870523452759
2020-07-23,9581.072265625,274.6890563964844,1.0498440265655518
2020-07-24,9536.892578125,279.2154235839844,0.9953460097312927
2020-07-25,9677.11328125,304.0567626953125,1.252223014831543
2020-07-26,9905.1669921875,309.64361572265625,1.5651099681854248
2020-07-27,10990.873046875,321.51409912109375,1.7786359786987305
2020-07-28,10912.8232421875,316.6572570800781,1.7840670347213745
2020-07-29,11100.4677734375,318.1908874511719,1.6582889556884766
2020-07-30,11111.2138671875,334.5866394042969,1.6868070363998413
2020-07-31,11323.466796875,345.5546569824219,1.5381779670715332
2020-08-01,11759.5927734375,385.19970703125,1.526610016822815
2020-08-02,11053.6142578125,370.6717224121094,1.7428100109100342
2020-08-03,11246.3486328125,386.295166015625,1.802610993385315
2020-08-04,11205.892578125,389.87548828125,1.8716390132904053
2020-08-05,11747.0224609375,401.590576171875,1.7545499801635742
2020-08-06,11779.7734375,394.9619445800781,2.206347942352295
2020-08-07,11601.47265625,379.5128479003906,2.0859029293060303
2020-08-08,11754.0458984375,393.98736572265625,2.4736249446868896
2020-08-09,11675.7392578125,391.1204528808594,2.6652278900146484
2020-08-10,11878.111328125,395.8875732421875,3.1317930221557617
2020-08-11,11410.525390625,380.3840637207031,3.3034191131591797
2020-08-12,11584.9345703125,391.024169921875,3.7697510719299316
2020-08-13,11784.1376953125,428.7417907714844,3.7559709548950195
2020-08-14,11768.87109375,437.3978271484375,3.4093880653381348
2020-08-15,11865.6982421875,433.35491943359375,3.1837949752807617
2020-08-16,11892.8037109375,433.78662109375,3.385653018951416
2020-08-17,12254.40234375,429.53125,3.0986080169677734
2020-08-18,11991.2333984375,423.6693115234375,3.3299760818481445
2020-08-19,11758.283203125,406.4637756347656,2.899040937423706
2020-08-20,11878.3720703125,416.4397888183594,3.2082669734954834
2020-08-21,11592.4892578125,389.1263427734375,2.9436678886413574
2020-08-22,11681.8251953125,395.83514404296875,3.020885944366455
2020-08-23,11664.84765625,391.3844909667969,3.3224310874938965
2020-08-24,11774.595703125,408.1441955566406,3.3449859619140625
